Sample_ID,Image_ID,Material_Type,Material_Subtype,Source,Exposure_Type,Crack_Level,Surface_Damage,Breakage_Level,Discoloration_Level,Deformation_Level,Missing_Portion,Damage_Score,Condition_Score,Condition_Class,Structural_Integrity,Recovery_Pathway,Reconditioning_Required,Recovery_Potential,Alternative_Use_Category,Alternative_Use_Suitability,pixel_img_width,pixel_img_height,pixel_obj_width,pixel_obj_height,relative_area,edge_density,fill_ratio,color_std,mean_brightness,std_brightness,contrast,texture_laplacian_var,dark_pixel_ratio,bright_pixel_ratio,mean_hue,mean_saturation,saturation_std,contour_area,contour_perimeter,circularity,solidity,extent
TRAINING_00011,1.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.8,3,Moderate,2,High,3.3,5.1,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,51,1920,1200,134,103,0.005990451388888889,0.23808143747283003,0.5159034922475003,36.39890895273617,95.99905810752065,36.59375370605785,230,1089.3856880564824,0.15034053035791914,0.004781915664396464,34.778075641211416,46.423054629763804,17.79995340193906,7120.5,1393.6336781978607,0.04607051734090546,0.6395275731992096,0.5619081439393939
TRAINING_00012,1.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,5,3.2,2,Moderate,1,Medium,2.7,5.9,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,59,1920,1200,114,116,0.0057395833333333335,0.11494252873563218,0.734573502722323,51.56143949269575,146.7555958862674,46.41938259936535,197,593.8137862047739,0.009679370840895343,0.012023593466424683,17.129915305505143,90.22822141560799,22.488451072092015,9714.0,595.2447285652161,0.34452191069505095,0.8216883776010827,0.734573502722323
TRAINING_00013,10.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,5,3.5,2,Moderate,4,Medium,3.7,4.4,Fair,Visually Compromised,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,44,1920,1200,223,102,0.009872395833333334,0.07429877780708696,0.7091796359799525,59.14422227427882,156.13852985140244,50.71665968596363,218,235.75122604926236,0.013321023476655236,0.14138749670271697,16.121603798470062,106.88077024531786,22.460270666554745,16131.0,745.4701229333878,0.3647629088473206,0.9289375179959689,0.7681428571428571
TRAINING_00014,10.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,4.0,3,High,1,High,3.0,5.5,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,55,1920,1200,112,113,0.005493055555555556,0.13993362831858408,0.5284450063211125,66.7342034855893,157.31336915297092,64.32669190589952,220,517.8727925052863,0.017225031605562578,0.32695954487989887,19.273151074589126,94.50276548672566,23.17380242373559,6688.0,441.1025929450989,0.43194346421467,0.9014084507042254,0.5578912245578912
TRAINING_00015,10.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,3,3.5,4,High,4,Severe,3.7,4.4,Fair,Visually Compromised,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,44,1920,1200,137,232,0.013795138888888888,0.0388874905612887,0.34531525295746285,60.91507135702736,133.235464384596,62.39932838179366,220,210.48098153819265,0.11801535363705008,0.17096652403725146,29.613107223760384,51.448496098666,24.297175685478585,10975.5,720.8843368291855,0.265401271583873,0.8106281620443886,0.6839169990029911
TRAINING_00016,10.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,5,3.5,3,Moderate,4,High,4.0,4.0,Fair,Visually Compromised,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,40,1920,1200,237,142,0.014606770833333333,0.07681107743507458,0.5662179830035062,49.73272005392086,125.89157306709455,38.22135958729812,221,275.7923408827052,0.009062815712842455,0.008141677066619123,13.644707909906698,119.69783680988887,26.109004317505658,19055.5,769.2518681287766,0.40466262422227534,0.8937851782363978,0.5981010671688638
TRAINING_00017,10.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.5,3,Moderate,1,High,3.0,5.5,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,55,1920,1200,142,135,0.0083203125,0.17287428273343766,0.4044600938967136,58.990405663385935,167.21956181533648,52.90587347659328,211,686.6260651274093,0.0004173187271778821,0.30662493479394887,19.24585289514867,95.3169535732916,25.873126694100712,7753.5,720.3645658493042,0.18775995438804843,0.805977130977131,0.48850176411290325
TRAINING_00018,10.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,5,4.0,3,High,1,High,3.0,5.5,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,55,1920,1200,137,158,0.009394965277777778,0.05820936893652407,0.5356878869075118,69.06008804792936,127.76720872216576,70.89165739935187,225,246.9950470101636,0.2692876281992054,0.1551325880070221,34.90654162431858,53.21944008130833,18.738401087158774,11595.5,649.2518681287766,0.34567894544149624,0.9274545090981804,0.5356878869075118
TRAINING_00019,10.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,5,3.5,1,Moderate,3,Low,3.0,5.5,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,55,1920,1200,197,121,0.01034592013888889,0.08306414397784956,0.8207828166296094,54.997138570704685,148.40961530393926,32.77459566102837,219,249.66200548804628,0.004153207198892478,0.02231824474556362,13.68997776565843,137.12484792549398,23.93801904552413,19565.0,962.7249569892883,0.26526823982733216,0.8482181565941213,0.8207828166296094
TRAINING_00020,10.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.8,2,Moderate,1,Medium,2.7,5.9,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,59,1920,1200,123,136,0.007260416666666667,0.23613103778096606,0.6020145863223338,53.18441258179996,178.12284791965567,46.11992258166325,226,1230.4585055117684,0.0014347202295552368,0.3162362505978001,20.78072692491631,91.50890722142516,18.274477294151602,10070.5,1615.6580630540848,0.04847993101346154,0.6648730729871587,0.6069491321118612
TRAINING_00021,10.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,4,3.0,2,Moderate,4,Medium,3.3,5.1,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,51,1920,1200,119,244,0.012602430555555556,0.04563300730128117,0.6615925058548009,50.606462465334374,128.93091334894615,42.35150529106858,198,122.05989249803024,0.002583000413280066,0.0027896404463424716,15.364168618266978,109.02135280341645,26.628244324926918,19210.0,1179.5188945531845,0.17351116450233278,0.7518590998043053,0.6615925058548009
TRAINING_00022,10.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,5,4.0,2,High,1,Medium,2.7,5.9,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,59,1920,1200,133,142,0.008197048611111112,0.11331144763316743,0.7001747326061633,62.351213346769974,171.8840940379117,53.85216293533808,225,609.8226855910204,0.00921317377951922,0.3424759080800593,18.375092661230543,108.64873451233719,21.44311905731083,13223.5,880.5655760765076,0.21430528255661616,0.8877215359828142,0.742226088908846
TRAINING_00023,10.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.5,2,Moderate,2,Medium,3.0,5.5,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,55,1920,1200,123,158,0.008434895833333334,0.20484717505402902,0.6062056190182155,46.187910118892994,127.28290624678398,42.78517853879112,221,524.6060342121685,0.039415457445713696,0.024853349799320777,18.33662653082227,90.74431408871051,15.957138253085834,11781.0,1295.0235072374344,0.08827479474599148,0.7918403011157413,0.6179386309992132
TRAINING_00024,10.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,5,4.0,2,High,1,Medium,2.7,5.9,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,59,1920,1200,158,142,0.009737847222222222,0.06846140131930825,0.7033784988411481,64.46991030671018,183.55361918345517,62.818141791528596,206,432.9769944538425,0.00013371367445177393,0.5024959885897664,22.408361561775717,74.35728293813514,18.246306649931665,15781.0,964.8082163333893,0.21304061017307074,0.814020065509504,0.7033784988411481
TRAINING_00025,100.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,3,2.5,3,Moderate,1,High,2.3,6.6,Good,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,66,1920,1200,115,118,0.005889756944444445,0.030066322770817982,0.4313190862196021,45.819571700069616,122.5894620486367,31.35948633866128,149,78.1186769766635,0.0009579955784819455,0.0,12.97376565954311,124.71650700073693,22.42866100266085,5853.0,556.2152901887894,0.23774015499330195,0.759981821723041,0.5360871954570434
TRAINING_00026,100.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.2,3,Moderate,2,High,3.3,5.1,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,51,1920,1200,72,88,0.00275,0.12878787878787878,0.48271780303030304,43.79375487564931,146.15041035353536,41.390245327748495,192,369.1439129895865,0.0,0.09958964646464646,20.228535353535353,70.41003787878788,12.748258952174469,3058.5,475.14422285556793,0.17024228607527575,0.7124388539482879,0.5419029057406095
TRAINING_00027,100.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,5,3.2,2,Moderate,3,Medium,3.3,5.1,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,51,1920,1200,164,115,0.008185763888888888,0.06378579003181337,0.6372216330858961,32.56134242433837,116.97290562036055,29.984088352586898,196,211.84707076139526,0.0,0.006786850477200424,17.61118769883351,72.59316012725344,10.860059714961759,12018.0,498.96045684814453,0.6066103365244343,0.9649524268336745,0.6484998920785668
TRAINING_00028,100.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,4,3.0,2,Moderate,2,Medium,2.7,5.9,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,59,1920,1200,130,101,0.005698784722222222,0.041964965727341964,0.6415079969535415,43.44879705565418,134.14021325209444,22.35126155670309,156,156.715528434676,0.0003046458492003046,0.0,13.798552932216298,127.01218583396802,22.97467404323142,8423.0,505.7300088405609,0.4138464325876832,0.8916058007833174,0.6415079969535415
TRAINING_00029,100.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.5,3,Moderate,2,High,3.3,5.1,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,51,1920,1200,78,103,0.003486979166666667,0.0950958426686582,0.43751555887478216,37.894922762857924,91.53671894448594,38.5807619019628,215,391.42889255701846,0.05339805825242718,0.009708737864077669,22.635051033109285,42.29860592481952,12.083399531394083,3515.0,456.1320298910141,0.21230198454841304,0.7692307692307693,0.4461792333079462
TRAINING_00030,100.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,3,2.8,4,Moderate,1,Severe,2.7,5.9,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,59,1920,1200,149,131,0.008471788194444444,0.03304472565192889,0.3895179056304114,44.173459010571534,123.22014447461447,42.92091185399525,177,81.22431000213676,0.0,0.00968287309800707,17.24488959475383,74.29607049541472,9.35471170632797,7603.0,449.3868646621704,0.4731012618146589,0.9427738855477711,0.3925141972121838
TRAINING_00031,100.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,4,2.8,3,Moderate,2,High,3.0,5.5,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,55,1920,1200,106,127,0.005842881944444445,0.04984400534838806,0.520910711632744,44.61073663958508,126.9598870895855,28.04351779176969,149,163.027733616699,0.00022284950230277818,0.0,13.898752042787104,125.82885158223147,23.410040285883916,7012.5,666.0802949666977,0.19862301343277408,0.871821968048735,0.538594470046083
TRAINING_00032,100.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.5,2,Moderate,2,Medium,3.0,5.5,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,55,1920,1200,80,99,0.0034375,0.22537878787878787,0.6650883838383839,47.47953027253018,153.35782828282828,43.0127240902908,207,720.2916624419703,0.0021464646464646464,0.09457070707070707,19.102146464646463,86.33573232323232,12.075542356394449,5267.5,356.29141104221344,0.5214392302726567,0.9308181657536667,0.6962067142479513
TRAINING_00033,100.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,5,3.2,3,Moderate,3,High,3.7,4.4,Fair,Visually Compromised,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,44,1920,1200,172,126,0.00940625,0.056847545219638244,0.49344776670358065,34.2575876009102,86.20445736434108,34.932155576722856,155,104.3418587051781,0.21100959763750463,0.0,33.86461794019934,46.1391657438169,10.798393857344335,10694.0,553.754393696785,0.4382436919278096,0.9001304658894828,0.5144561504786646
TRAINING_00034,100.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,1,1.5,2,Low,5,Medium,2.7,5.9,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,59,1920,1200,71,183,0.005639322916666667,0.015315939351958748,0.6626645116601246,24.059811312046318,82.07504040637266,15.951780828448104,122,118.2378502668278,0.03155545293619642,0.0,13.36465789271146,101.79381205264373,26.263714514647507,8610.0,840.3229358196259,0.15322180732683963,0.7682012847965739,0.6699867714574741
TRAINING_00035,100.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,4.0,3,High,2,High,3.3,5.1,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,51,1920,1200,71,92,0.0028350694444444443,0.11175750153092467,0.5111757501530925,62.724409263557774,168.14375382731168,61.255985641961395,202,269.8599610556387,0.0,0.36726883037354563,21.408450704225352,71.51408450704226,22.98766843806067,3339.0,348.1909054517746,0.3460919009272598,0.8364228456913828,0.5904509283819629
TRAINING_00036,100.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,4,3.8,3,High,2,High,3.0,5.5,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,55,1920,1200,108,132,0.0061875,0.04931257014590348,0.5048049943883277,72.1459008275343,175.15298821548822,71.62332655759623,220,424.06342652031606,0.0006313131313131314,0.4891273849607183,23.230990460157127,60.42438271604938,27.204189663083536,7196.5,383.4873685836792,0.6149347936039464,0.932732810576113,0.526290770805909
TRAINING_00037,101.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,2,2.5,4,Moderate,1,Severe,2.3,6.6,Good,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,66,1920,1200,81,88,0.00309375,0.025392817059483725,0.33221099887766553,39.4673446127985,119.37822671156005,25.188109080580535,150,87.47748936474736,0.0,0.00014029180695847364,13.67662738496072,123.5628507295174,20.091079938816357,2368.0,499.9310199022293,0.11906151169197943,0.5349599005986672,0.3654320987654321
TRAINING_00038,101.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.5,3,Moderate,2,High,3.3,5.1,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,51,1920,1200,79,93,0.0031888020833333334,0.15475704369130258,0.5098679733224445,56.04919632198929,162.32121954539267,53.59665149077821,207,520.9658110893931,0.0010888798148904315,0.26405335511092964,20.558867564992514,78.67374438546345,17.616280214881414,3746.0,455.3868638277054,0.2269951821455679,0.7665234295068549,0.5220178372352285
TRAINING_00039,101.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,4,3.2,3,Moderate,3,High,3.3,5.1,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,51,1920,1200,108,151,0.007078125,0.046296296296296294,0.5146247240618101,41.50484017619391,98.26508462104489,41.71443842680405,222,148.36002681683334,0.10878096639686044,0.013551631101299975,24.96486387049301,62.03200883002207,16.851035598666645,8392.5,627.2863581180573,0.2680214351023267,0.7759696731542693,0.526406573417801
TRAINING_00040,101.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,5,3.2,4,Moderate,3,Severe,4.0,4.0,Fair,Visually Compromised,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,40,1920,1200,117,86,0.0043671875,0.05813953488372093,0.2710693699065792,54.332986137734814,144.17571059431523,45.02161337852578,180,167.57876194428178,0.0,0.16626913138541047,15.850526734247664,115.44036970781157,20.300450751597044,2727.5,340.29141092300415,0.2959870077794131,0.7256884395370493,0.4089205397301349
TRAINING_00041,101.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.5,3,Moderate,2,High,3.3,5.1,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,51,1920,1200,64,78,0.0021666666666666666,0.20452724358974358,0.5003004807692307,44.547306270660286,143.91266025641025,42.772368941246555,210,824.6167884239784,0.0016025641025641025,0.08774038461538461,21.266626602564102,65.5068108974359,17.139415655041788,2497.5,417.5462441444397,0.18001396501987618,0.8098249027237354,0.5933713471133286
TRAINING_00042,101.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,2,2.8,4,Moderate,1,Severe,2.3,6.6,Good,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,66,1920,1200,203,192,0.016916666666666667,0.021166871921182266,0.342505644499179,55.921432701838825,133.02157738095238,55.98227540406545,209,152.8530601981119,0.007799671592775041,0.13882902298850575,18.346136083743843,70.95710180623973,17.26257861201811,13349.5,702.0802953243256,0.3403308318315873,0.9039171208992112,0.5900592291371994
TRAINING_00043,101.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,1,1.5,4,Low,3,Severe,2.7,5.9,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,59,1920,1200,113,157,0.0077000868055555555,0.012175187418973001,0.357505213911279,20.869273459722592,74.52995885237586,17.009159306170503,126,47.819032673191636,0.01561355053266445,0.0,11.851361253593371,79.93140183755143,24.144653500464177,6342.5,868.3645656108856,0.10569784994177678,0.568706568034073,0.36772379406307976
TRAINING_00044,101.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.5,4,Moderate,3,Severe,4.0,4.0,Fair,Visually Compromised,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,40,1920,1200,72,47,0.00146875,0.09456264775413711,0.2154255319148936,58.79755143667789,109.34456264775413,60.01617256417779,210,547.066812028095,0.040484633569739956,0.1811465721040189,22.67937352245863,33.463356973995275,10.078994381277221,729.0,125.39696848392487,0.5825903913507803,0.9204545454545454,0.6075
TRAINING_00045,101.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,3,3.5,3,High,1,High,2.3,6.6,Good,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Mosaic / Decorative Use,66,1920,1200,149,152,0.00982986111111111,0.03209996467679265,0.5126722006358178,77.85818528538576,178.6299894030378,75.73915097975262,200,365.6618961861261,0.0,0.5129371246909219,20.656128576474742,50.5998322147651,41.68731917900388,11611.0,502.4163030385971,0.5780322134270339,0.9471408760910351,0.5195078299776287
TRAINING_00046,101.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,4,2.8,4,Moderate,1,Severe,3.0,5.5,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping / Garden Edging,55,1920,1200,113,115,0.005640190972222223,0.04009234320892651,0.23347441323585993,33.98068138665206,82.63008849557522,29.75913675663419,126,133.50835421502424,0.09157368218545595,0.0,13.438630242400924,93.526279338207,27.427029039611075,3034.0,392.3330407142639,0.24769410576793885,0.7796479506616986,0.5127598445158019
TRAINING_00047,101.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.5,2,Moderate,1,Medium,2.7,5.9,Fair,Visually Intact,Refurbishment / Alternative Use,Yes,Medium,Landscaping Use,59,1920,1200,83,73,0.0026297743055555558,0.14391813830665126,0.6425152665456346,45.353993525289525,123.09308466743687,45.45114758009065,204,780.7097625944319,0.01006766793200198,0.06519227595312758,25.21125598283545,50.62072949331573,14.856459245494145,3893.0,377.70562398433685,0.3429156965079812,0.8703331097697294,0.6593834688346883
TRAINING_00048,102.jpg,brick,Standard,Demolition_Site,Exterior_Weathered,1,1.8,3,Moderate,2,High,2.0,7.0,Good,Visually Intact,Direct Reuse,No,High,Direct Construction Reuse,70,1920,1200,122,147,0.007783854166666666,0.006746961079513772,0.5610850897736144,33.02150036264861,101.08140961302554,16.20498008675692,73,35.96396989325157,0.0,0.0,12.854522136723542,125.38613806178209,26.31465521672044,10062.5,535.91377389431,0.4402769191354493,0.9225726597597873,0.5695969659232424
TRAINING_00049,102.jpg,concrete,Reinforced,Demolition_Site,Exterior_Weathered,5,3.2,5,Moderate,3,Severe,4.3,3.6,Poor,Visually Compromised,Alternative Use / Recycling,Yes,Low,Aggregate / Filler,36,1920,1200,104,65,0.0029340277777777776,0.1455621301775148,0.15613905325443786,37.23445161382334,115.80931952662722,36.31724371772908,199,377.22473107996916,0.0,0.0341715976331361,18.957544378698223,61.880917159763314,14.307077831685088,1055.5,299.9482638835907,0.14742644613242262,0.5949830890642616,0.29799548277809146
TRAINING_00050,102.jpg,tile,Standard,Demolition_Site,Exterior_Weathered,3,3.5,2,High,1,Medium,2.0,7.0,Good,Visually Intact,Direct Reuse,No,High,Direct Construction Reuse,70,1920,1200,131,145,0.008244357638888889,0.03348249539352461,0.609897341405633,61.32914890919588,165.38926033166624,57.59545029024169,200,159.83304580852484,0.000842326928138984,0.4554882863911556,18.34714398525928,90.75630429060278,9.902815286345747,11585.0,451.58787405490875,0.7138736608796792,0.9756611083038572,0.6188568376068376
